# DDD Analysis Dataset Generated: 2025-10-06 21:21:27
# AOI Center: 45.464200, 9.191400
# AOI Radius: 1500 meters
# Buffer Distance: 1000 meters
# Total Features: 926
# Source PBF: nord-ovest-latest.osm.pbf
#
# Column descriptions:
# - osm_id: OpenStreetMap element ID
# - name: Name of the facility (if available)
# - kind: Category (supermarket, poi, or control)
# - subcategory: Specific OSM tag value (supermarket, bakery, butcher, etc.)
# - source: OSM element type (node or area)
# - zone: Whether in AOI or buffer zone
# - lat, lon: Coordinates in WGS84
# - timestamp: OSM creation timestamp (proxy for opening date)
# - distance_to_duomo_m: Distance to Duomo di Milano in meters
#
# Treatment POI Categories: bakery, greengrocer, butcher, convenience
# Supermarket Category: supermarket
# Control Categories (AOI only): funeral_directors, hairdresser, restaurant
#
osm_id,name,kind,subcategory,source,zone,lat,lon,timestamp,distance_to_duomo_m
2838349171,Wasabi,control,restaurant,node,aoi,45.4694618,9.1853824,2025-07-30 16:12:57,748.5541485454473
2838374568,Mascelleria,poi,butcher,node,aoi,45.4700852,9.185271,2025-03-03 13:55:33,808.8113658123518
2838418116,Carrefour Express,poi,convenience,node,aoi,45.4731791,9.1840902,2025-07-15 10:30:10,1147.8932899223273
2838418120,Associazione Salumi e Vini Naturali,control,restaurant,node,aoi,45.4736776,9.1834143,2025-07-15 10:24:03,1222.3386329385355
2838445709,Ristorante Il Cestino,control,restaurant,node,aoi,45.4719324,9.1855294,2023-11-07 09:56:36,972.2352807115574
2914761501,Gradisca Pub,control,restaurant,node,aoi,45.4559765,9.199413,2018-03-10 05:16:00,1109.5232384801825
2942357664,Panificio forneria Silini,poi,bakery,node,aoi,45.4543487,9.1791074,2024-03-11 09:40:52,1456.5720369416667
2981709623,Marcello,control,hairdresser,node,aoi,45.4672125,9.1843896,2022-03-02 09:40:22,640.374685068902
2991348206,Ticozzi,poi,bakery,node,aoi,45.4615457,9.1851784,2024-03-23 16:17:18,568.3018977241605
2991408572,Quattro Mori,control,restaurant,node,aoi,45.4674072,9.181269,2023-11-11 16:59:22,866.7304945314869
2991411228,Farinella,control,restaurant,node,aoi,45.4683546,9.1814724,2025-07-15 09:41:16,901.191962760104
2993628011,Manzoni Romantic Cafè,control,restaurant,node,aoi,45.4688858,9.1916093,2024-12-06 17:09:47,519.6562701028224
3007588745,Ristorante e Bistrot San Carlo,control,restaurant,node,aoi,45.4658583,9.1958758,2014-08-09 21:10:45,396.0459807004239
3007588753,Wagamama,control,restaurant,node,aoi,45.4667057,9.1951817,2025-06-18 09:06:13,406.2025754275948
3013473900,Petrus,control,restaurant,node,aoi,45.4719127,9.1853649,2018-02-10 08:45:18,976.4348621243581
3017653785,Ristorante Cocopazzo,control,restaurant,node,aoi,45.4653724,9.1983444,2023-11-07 09:56:40,559.2988615531445
3017653791,,control,hairdresser,node,aoi,45.4637535,9.1976939,2014-08-15 09:28:31,495.97727666906445
3023303437,Fresco,control,restaurant,node,aoi,45.4675776,9.1832951,2025-07-08 12:47:27,734.6076480602939
3023381375,Carrefour Express,poi,convenience,node,aoi,45.4606382,9.1831923,2024-05-25 13:09:17,753.3831302320453
3025539010,Pam Local,poi,convenience,node,aoi,45.4600131,9.1803988,2024-05-24 13:13:56,977.2074244975204
3025651032,Pam Local,poi,convenience,node,aoi,45.4628872,9.1862916,2024-03-22 09:01:37,424.33400380444533
3025658134,Granus,poi,bakery,node,aoi,45.4629804,9.1867608,2024-03-22 09:01:37,386.34947503632435
3025763243,Hawaii Poke,control,restaurant,node,aoi,45.4606726,9.1834537,2024-06-02 11:07:27,734.0383483706156
3037742326,Fresco & Cimmino,control,restaurant,node,aoi,45.4652114,9.1908511,2023-11-07 09:56:23,118.66504575474615
3042190533,Anteri Gourmet,poi,bakery,node,buffer,45.4664751,9.1625121,2022-04-29 21:09:27,2270.9528576299886
3059740635,Carrefour Express,poi,convenience,node,buffer,45.479265,9.1926112,2025-09-11 06:46:50,1675.2051230252644
3077210019,Carrefour Express,poi,convenience,node,aoi,45.4622225,9.1942989,2023-01-08 19:50:51,317.4413561335911
3089871267,Princi Bakery,poi,bakery,node,aoi,45.468789,9.1990651,2025-07-15 10:06:47,786.9674217505434
3106082752,Carrefour Express,poi,convenience,node,aoi,45.4642943,9.200004,2021-09-19 17:19:31,674.0226992789916
3114899550,Aldo Coppola,control,hairdresser,node,aoi,45.4640239,9.1958925,2024-04-29 22:37:45,353.14977971102627
3114899552,Beauty Brunette,control,hairdresser,node,aoi,45.4638856,9.1965928,2024-12-04 17:09:51,408.8863525527704
